5, 24, 0.000003, 16, 0.000004, 16, 0.000003, 16, 0.000009, 16, 0.000004, 16, 0.000005, 16
5, 30, 0.000003, 8, 0.000003, 8, 0.000002, 8, 0.000013, 8, 0.000003, 8, 0.000003, 8
5, 15, 0.000002, 12, 0.000003, 12, 0.000002, 12, 0.000005, 12, 0.000003, 12, 0.000003, 12
5, 24, 0.000003, 20, 0.000002, 20, 0.000002, 20, 0.000005, 20, 0.000004, 20, 0.000002, 20
7, 22, 0.000006, 19, 0.000006, 19, 0.000005, 19, 0.000007, 19, 0.000005, 19, 0.000003, 19
7, 25, 0.000006, 14, 0.000006, 14, 0.000004, 14, 0.000008, 14, 0.000004, 14, 0.000003, 14
7, 29, 0.000006, 17, 0.000005, 17, 0.000003, 17, 0.000007, 17, 0.000003, 17, 0.000002, 17
7, 22, 0.000005, 16, 0.000005, 16, 0.000003, 16, 0.000004, 16, 0.000004, 16, 0.000001, 16
9, 18, 0.000015, 20, 0.000012, 20, 0.000007, 20, 0.000006, 20, 0.000004, 20, 0.000003, 20
9, 25, 0.000017, 24, 0.000015, 24, 0.000006, 24, 0.000007, 24, 0.000005, 24, 0.000003, 22
9, 18, 0.000014, 23, 0.000012, 23, 0.000004, 23, 0.000005, 23, 0.000005, 23, 0.000003, 23
9, 16, 0.000010, 20, 0.000010, 20, 0.000008, 20, 0.000005, 20, 0.000005, 20, 0.000003, 20
11, 22, 0.000053, 28, 0.000049, 28, 0.000010, 28, 0.000017, 28, 0.000007, 28, 0.000003, 27
11, 28, 0.000055, 28, 0.000060, 28, 0.000010, 28, 0.000009, 28, 0.000007, 28, 0.000003, 28
11, 26, 0.000081, 24, 0.000053, 24, 0.000009, 24, 0.000008, 24, 0.000006, 24, 0.000003, 24
11, 25, 0.000049, 25, 0.000054, 25, 0.000014, 25, 0.000008, 25, 0.000006, 25, 0.000004, 25
13, 24, 0.000146, 31, 0.000142, 31, 0.000021, 31, 0.000009, 31, 0.000008, 31, 0.000004, 31
13, 28, 0.000165, 37, 0.000165, 37, 0.000022, 37, 0.000010, 37, 0.000009, 37, 0.000003, 37
13, 28, 0.000166, 29, 0.000172, 29, 0.000016, 29, 0.000011, 29, 0.000007, 29, 0.000004, 29
13, 24, 0.000110, 26, 0.000118, 26, 0.000028, 26, 0.000011, 26, 0.000009, 26, 0.000004, 26
15, 26, 0.000475, 46, 0.000506, 46, 0.000042, 46, 0.000013, 46, 0.000014, 46, 0.000005, 46
15, 20, 0.000241, 32, 0.000249, 32, 0.000063, 32, 0.000009, 32, 0.000011, 32, 0.000004, 32
15, 20, 0.000165, 32, 0.000177, 32, 0.000089, 32, 0.000009, 32, 0.000012, 32, 0.000004, 32
15, 17, 0.000130, 25, 0.000145, 25, 0.000098, 25, 0.000009, 25, 0.000011, 25, 0.000004, 25
17, 30, 0.001797, 45, 0.001907, 45, 0.000120, 45, 0.000029, 45, 0.000014, 45, 0.000006, 45
17, 26, 0.001316, 35, 0.001437, 35, 0.000123, 35, 0.000014, 35, 0.000013, 35, 0.000006, 35
17, 15, 0.000101, 25, 0.000108, 25, 0.000095, 25, 0.000010, 25, 0.000014, 25, 0.000004, 25
17, 30, 0.001520, 33, 0.001515, 33, 0.000136, 33, 0.000020, 33, 0.000011, 33, 0.000005, 33
19, 15, 0.000634, 31, 0.000706, 31, 0.000238, 31, 0.000014, 31, 0.000016, 31, 0.000006, 29
19, 16, 0.000430, 21, 0.000464, 21, 0.000188, 21, 0.000011, 21, 0.000011, 21, 0.000007, 21
19, 22, 0.002061, 35, 0.002174, 35, 0.000424, 35, 0.000018, 35, 0.000020, 35, 0.000008, 34
19, 21, 0.002660, 35, 0.003426, 35, 0.000506, 35, 0.000016, 35, 0.000019, 35, 0.000008, 35
21, 28, 0.016112, 46, 0.007609, 46, 0.000179, 46, 0.000008, 46, 0.000007, 46, 0.000003, 46
21, 25, 0.002057, 40, 0.002276, 40, 0.000266, 40, 0.000012, 40, 0.000009, 40, 0.000003, 40
21, 20, 0.000950, 32, 0.001234, 32, 0.000818, 32, 0.000007, 32, 0.000007, 32, 0.000004, 31
21, 27, 0.006928, 45, 0.008004, 45, 0.000552, 45, 0.000010, 45, 0.000007, 45, 0.000004, 45
23, 15, 0.000497, 35, 0.000603, 35, 0.000315, 35, 0.000010, 35, 0.000010, 35, 0.000003, 35
23, 21, 0.003425, 36, 0.003949, 36, 0.002310, 36, 0.000008, 36, 0.000009, 36, 0.000004, 36
23, 18, 0.002529, 33, 0.003761, 33, 0.001574, 33, 0.000007, 33, 0.000018, 33, 0.000003, 33
23, 17, 0.001631, 34, 0.001841, 34, 0.000816, 34, 0.000006, 34, 0.000009, 34, 0.000003, 34
25, 29, 0.037996, 41, 0.040811, 41, 0.009562, 41, 0.000016, 41, 0.000010, 41, 0.000005, 41
25, 15, 0.001597, 36, 0.001810, 36, 0.001837, 36, 0.000005, 36, 0.000010, 36, 0.000003, 35
25, 30, 0.021716, 45, 0.022262, 45, 0.004344, 45, 0.000015, 45, 0.000012, 45, 0.000004, 45
25, 30, 0.037868, 53, 0.039097, 53, 0.002636, 53, 0.000015, 53, 0.000011, 53, 0.000006, 53
27, 30, 0.157918, 53, 0.174068, 53, 0.006399, 53, 0.000013, 53, 0.000012, 53, 0.000004, 52
27, 30, 0.085979, 55, 0.096202, 55, 0.011380, 55, 0.000018, 55, 0.000012, 55, 0.000006, 54
27, 30, 0.131820, 46, 0.144458, 46, 0.006991, 46, 0.000017, 46, 0.000011, 46, 0.000006, 46
27, 18, 0.008284, 39, 0.008790, 39, 0.004769, 39, 0.000019, 39, 0.000013, 39, 0.000008, 39
29, 22, 0.035145, 42, 0.036536, 42, 0.024306, 42, 0.000011, 42, 0.000014, 42, 0.000006, 42
29, 30, 0.190179, 58, 0.202326, 58, 0.007055, 58, 0.000015, 58, 0.000014, 58, 0.000004, 58
29, 24, 0.023831, 44, 0.025558, 44, 0.008290, 44, 0.000012, 44, 0.000014, 44, 0.000005, 44
29, 26, 0.147111, 57, 0.167584, 57, 0.013140, 57, 0.000013, 57, 0.000013, 57, 0.000006, 56
31, 22, 0.258892, 49, 0.283490, 49, 0.068125, 49, 0.000012, 49, 0.000017, 49, 0.000004, 49
31, 15, 0.003092, 34, 0.003561, 34, 0.002756, 34, 0.000007, 34, 0.000013, 34, 0.000004, 34
31, 20, 0.028296, 36, 0.032242, 36, 0.018336, 36, 0.000020, 36, 0.000013, 36, 0.000005, 36
31, 29, 0.809166, 56, 0.891603, 56, 0.068804, 56, 0.000017, 56, 0.000015, 56, 0.000007, 56
